 #  | matching ident  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  Mag J  |  Mag H  |  Mag K  |  Mag g  |    spec. type     |#bib|#not
2887|WRAY 15-330      |Gaia DR3 5327087347849570304       |Em*|09 06 02.9048801592 -47 30 06.850073700|     ~   |     ~   |12.90    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2888|WRAY 15-357      |Gaia DR3 5313569642663389184       |Em*|09 19 22.3482391080 -50 44 55.667514516|     ~   |     ~   |15.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2889|WRAY 15-375      |Gaia DR3 5312383136497378816       |Em*|09 25 00.1637330304 -52 44 55.295931480|     ~   |     ~   |12.90    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   2|   0
2890|WRAY 15-391      |Gaia DR3 5312065583789787904       |Em*|09 30 58.4630264616 -53 15 59.207743728|     ~   |     ~   |12.80    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   2|   0
2891|WRAY 15-392      |Gaia DR3 5313942896805693824       |Em*|09 31 10.4861467800 -49 17 14.679295944|     ~   |     ~   |13.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2892|WRAY 15-400      |Gaia DR3 5410228298284070784       |Em*|09 34 28.2118597968 -47 28 02.260634916|     ~   |     ~   |14.10    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2893|WRAY 15-401      |Gaia DR3 5309117758755221632       |Em*|09 35 00.8775779784 -53 40 39.132632280|     ~   |     ~   |14.20    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2894|WRAY 15-402      |Gaia DR3 5308954618714921344       |Em*|09 35 14.0334533784 -54 24 11.515578048|     ~   |     ~   |13.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2895|WRAY 15-404      |Gaia DR3 5308935308542630784       |Em*|09 36 13.3565273280 -54 39 07.985724948|     ~   |     ~   |13.40    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2896|WRAY 15-418      |Gaia DR3 5309520180011178240       |Em*|09 40 06.6440994240 -52 48 56.856029328|     ~   |     ~   |13.10    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   2|   0
2897|WRAY 15-421      |Gaia DR3 5308865523921642368       |Em*|09 40 50.6218491000 -54 16 02.170487784|     ~   |     ~   |13.10    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2898|WRAY 15-423      |Gaia DR3 5408863907440947968       |Em*|09 42 00.6123822288 -50 42 05.227915860|     ~   |     ~   |13.10    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2899|WRAY 15-430      |Gaia DR3 5305865746964768256       |Em*|09 44 00.0218062512 -58 03 26.308181448|     ~   |     ~   |13.40    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2900|WRAY 15-432      |Gaia DR3 5307585623666035712       |Em*|09 44 17.5396301544 -56 40 10.294361328|     ~   |     ~   |13.10    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2901|WRAY 15-433      |Gaia DR3 5409926207463422592       |Em*|09 44 53.6377188864 -46 57 14.140678824|     ~   |     ~   |12.50    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2902|WRAY 15-434      |Gaia DR3 5405832858803088640       |Em*|09 44 49.9571292576 -51 12 09.602087724|     ~   |     ~   |12.70    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2903|WRAY 15-443      |Gaia DR3 5412774247506618880       |Em*|09 48 26.9561734344 -44 41 16.273625352|     ~   |     ~   |13.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2904|WRAY 15-444      |Gaia DR3 5307522500507256960       |Em*|09 48 44.4693738576 -56 47 44.607829920|     ~   |     ~   |12.40    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   2|   0
2905|WRAY 15-451      |Gaia DR3 5308578276508546176       |Em*|09 49 34.0142817360 -53 20 01.638384216|     ~   |     ~   |12.80    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2906|WRAY 15-454      |Gaia DR3 5404696552211554304       |Em*|09 51 21.8183466720 -52 41 41.249135184|     ~   |     ~   |11.70    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2907|WRAY 15-456      |Gaia DR3 5405708240352482944       |Em*|09 51 58.4763175896 -50 48 38.517712344|     ~   |     ~   |12.20    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2908|WRAY 15-466      |Gaia DR3 5259634753337830912       |Em*|09 55 03.6659521560 -56 05 22.582973904|     ~   |     ~   |12.30    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2909|WRAY 15-471      |Gaia DR3 5308318787449255424       |Em*|09 56 15.0948373632 -53 48 40.645482696|     ~   |     ~   |12.30    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2910|WRAY 15-472      |Gaia DR3 5411900445000093056       |Em*|09 57 17.3642089536 -44 29 42.964222344|     ~   |     ~   |12.60    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2911|WRAY 15-477      |Gaia DR3 5255822609098283520       |SB*|09 58 41.0672797632 -62 13 47.124184800|     ~   |     ~   |11.70    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   2|   0
2912|WRAY 15-478      |Gaia DR3 5260167398015486208       |Em*|09 58 57.7790943720 -54 51 04.965207012|     ~   |     ~   |12.20    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2913|WRAY 15-487      |Gaia DR3 5417988204666305536       |Em*|10 02 00.7319395176 -43 40 43.168386360|     ~   |     ~   |13.50    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2914|WRAY 15-491      |Gaia DR3 5243070919896367616       |Em*|10 01 42.7222537416 -69 41 41.633562804|     ~   |     ~   |12.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2915|WRAY 15-492      |Gaia DR3 5414966261376583552       |Em*|10 03 00.0963636000 -44 12 43.769699244|     ~   |     ~   |13.10    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2916|WRAY 15-499      |Gaia DR3 5256531691037625600       |Em*|10 06 09.6248043264 -60 00 18.369110196|     ~   |     ~   |12.20    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2917|WRAY 15-500      |Gaia DR3 5258494869021182336       |Em*|10 06 30.5868400392 -57 46 02.490859236|     ~   |     ~   |12.70    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2918|WRAY 15-506      |Gaia DR3 5259828095581090688       |Em*|10 09 29.2413651288 -55 55 43.677424740|     ~   |     ~   |14.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2919|WRAY 15-508      |Gaia DR3 5356178677498285568       |Em*|10 10 35.1899333160 -53 55 51.348830808|     ~   |     ~   |13.60    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2920|WRAY 15-516      |Gaia DR3 5355162660019763200       |Em*|10 11 35.0297174712 -55 44 39.682969692|     ~   |     ~   |12.30    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   2|   0
2921|WRAY 15-524      |Gaia DR3 5257963942356333824       |Em*|10 12 44.0599268760 -60 06 02.451350664|     ~   |     ~   |12.90    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2922|WRAY 15-546      |Gaia DR3 5355020509472230528       |Em*|10 20 29.8996471776 -55 40 49.864485900|     ~   |     ~   |13.30    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2923|WRAY 15-548      |Gaia DR3 5255500795791868160       |Em*|10 21 12.8434190760 -58 59 18.746633148|     ~   |     ~   |13.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   2|   0
2924|WRAY 15-553      |Gaia DR3 5255536422512768128       |Em*|10 22 27.1756312512 -58 33 57.511434024|     ~   |     ~   |12.40    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2925|WRAY 15-571      |Gaia DR3 5351712147703333760       |Em*|10 26 25.0720962312 -57 37 42.933542700|     ~   |     ~   |12.70    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2926|WRAY 15-608      |Gaia DR3 5253881451354854016       |LP?|10 34 28.0874975064 -61 38 29.426155800|     ~   |     ~   |12.70    |     ~   |     ~   |8.132    |7.102    |6.786    |     ~   |~                  |   2|   0
2927|WRAY 15-614      |Gaia DR3 5350630404380049536       |Em*|10 37 49.9363451976 -59 12 12.206384820|     ~   |     ~   |12.90    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2928|WRAY 15-647      |Gaia DR3 5242154747530026112       |Em*|10 47 07.9058347872 -60 49 31.550829420|     ~   |     ~   |12.10    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2929|WRAY 15-660      |Gaia DR3 5338298793039246848       |Em*|10 50 37.8358079832 -60 04 15.914792064|     ~   |     ~   |12.40    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2930|WRAY 15-666      |Gaia DR3 5352646732586949760       |Em*|10 51 58.2649948584 -56 12 02.599560684|     ~   |12.47    |12.22    |12.24    |     ~   |11.561   |11.457   |11.307   |     ~   |B8:e               |   1|   0
2931|WRAY 15-671      |Gaia DR3 5242066584775252480       |Em*|10 52 42.2469001152 -61 25 27.736792176|     ~   |     ~   |12.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2932|WRAY 15-723      |Gaia DR3 5241048948068336256       |Em*|11 04 18.0932405544 -62 22 49.369690308|     ~   |     ~   |13.20    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2933|WRAY 15-743      |Gaia DR3 5337164994726151040       |Em*|11 07 36.4725242592 -61 33 47.871650700|     ~   |     ~   |13.50    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2934|WRAY 15-754      |Gaia DR3 5237868683719369728       |Em*|11 08 46.8457530240 -68 04 48.684720792|     ~   |     ~   |13.80    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2935|WRAY 15-764      |WRAY 15-764                        |Em*|11 10 42.20 -60 11 06.0                |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2936|WRAY 15-773      |Gaia DR3 5337233714203015424       |LP?|11 12 50.4716701536 -61 14 14.308959660|     ~   |     ~   |11.40    |     ~   |     ~   |7.510    |6.862    |6.415    |     ~   |~                  |   2|   0
2937|WRAY 15-792      |Gaia DR3 5339230491706503552       |Em*|11 20 10.5214772184 -59 09 16.076902860|     ~   |     ~   |12.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2938|WRAY 15-816      |Gaia DR3 5334415734638682624       |Em*|11 30 30.4986346920 -61 15 56.320798716|     ~   |     ~   |13.20    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2939|WRAY 15-830      |Gaia DR3 5237297826712348288       |Em*|11 34 38.4396214200 -65 03 19.051321248|     ~   |     ~   |12.40    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2940|WRAY 15-833      |Gaia DR3 5334210263383334272       |Em*|11 35 36.8343616992 -61 29 11.520343428|     ~   |10.903   |10.865   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   5|   0
2941|WRAY 15-838      |Gaia DR3 5333973215531534208       |Em*|11 36 07.1247825816 -63 06 01.471143600|     ~   |     ~   |14.50    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2942|WRAY 15-840      |Gaia DR3 5334115082576326016       |Em*|11 36 14.8894261344 -62 17 50.883329040|     ~   |     ~   |13.80    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2943|WRAY 15-843      |Gaia DR3 5335658560734472320       |Em*|11 38 05.4285228024 -61 39 38.170307988|     ~   |     ~   |12.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2944|WRAY 15-844      |Gaia DR3 5335838399612713472       |Em*|11 38 13.7749356672 -60 26 37.750621092|     ~   |     ~   |12.70    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2945|WRAY 15-849      |Gaia DR3 5333988093285024640       |Em*|11 39 24.2848387920 -62 54 31.621534488|     ~   |     ~   |17.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2946|WRAY 15-852      |Gaia DR3 5334140714941902848       |Em*|11 39 34.9767039408 -61 55 51.092465520|     ~   |     ~   |13.40    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2947|WRAY 15-854      |Gaia DR3 5336360873772949760       |Em*|11 40 37.2679845072 -59 07 45.915096864|     ~   |     ~   |11.60    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |M2                 |   2|   0
2948|WRAY 15-858      |Gaia DR3 5334923262323495168       |Em*|11 41 58.0496265504 -61 35 49.817038128|     ~   |     ~   |12.20    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2949|WRAY 15-868      |Gaia DR3 5334880450076001152       |Em*|11 43 59.5806144456 -61 56 26.710437228|     ~   |     ~   |12.30    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2950|WRAY 15-869      |Gaia DR3 5333319620276228864       |Em*|11 44 09.7616031120 -62 54 34.244400060|     ~   |     ~   |12.10    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2951|WRAY 15-870      |Gaia DR3 5332751520685537152       |Em*|11 44 58.5334747800 -64 01 44.549274792|     ~   |     ~   |12.80    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2952|WRAY 15-871      |Gaia DR3 5333279316303219072       |Em*|11 45 30.7761239616 -62 53 11.864835924|     ~   |     ~   |13.20    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2953|WRAY 15-879      |Gaia DR3 5332736093162164608       |Em*|11 47 38.0496659160 -64 05 51.831351312|     ~   |     ~   |12.40    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2954|WRAY 15-880      |Gaia DR3 5341726211301220352       |Em*|11 47 44.7645516048 -58 12 27.559784556|     ~   |     ~   |12.30    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2955|WRAY 15-882      |Gaia DR3 5335375951879909376       |Em*|11 48 28.3814577288 -60 57 04.673562480|     ~   |     ~   |13.90    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2956|WRAY 15-884      |Gaia DR3 5333258017599481088       |Em*|11 49 09.0060838704 -63 06 04.736217672|     ~   |     ~   |13.00    |     ~   |     ~   |10.881   |10.187   |9.384    |     ~   |~                  |   2|   0
2957|WRAY 15-895      |Gaia DR3 5333050892762963968       |Em*|11 53 01.1875496088 -63 25 05.215636632|     ~   |     ~   |12.30    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2958|WRAY 15-905      |Gaia DR3 5334734863542036736       |Em*|11 54 24.4760276136 -62 02 43.810580940|     ~   |     ~   |12.40    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2959|WRAY 15-912      |Gaia DR3 5334682194411586176       |Em*|11 56 43.4825459664 -62 13 38.537978988|     ~   |     ~   |12.70    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2960|WRAY 15-921      |Gaia DR3 5334553070513854720       |Em*|11 59 01.9220983512 -62 50 45.224220588|     ~   |     ~   |11.70    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2961|WRAY 15-927      |Gaia DR3 6057414964286801408       |Em*|12 01 58.1315375112 -62 52 48.522158364|     ~   |     ~   |11.80    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2962|WRAY 15-930      |Gaia DR3 6057655065785668608       |Em*|12 02 44.8137648072 -62 07 46.840521576|     ~   |     ~   |11.90    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2963|WRAY 15-931      |Gaia DR3 6057440527934621696       |Em*|12 03 42.2558921736 -62 35 06.945837900|     ~   |     ~   |13.30    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2964|WRAY 15-932      |Gaia DR3 6054349865113105408       |Em*|12 04 06.3541954920 -63 10 23.374854084|     ~   |     ~   |12.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2965|WRAY 15-943      |WRAY 15-943                        |Em*|12 10 22.90 -64 44 04.0                |     ~   |     ~   |12.50    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2966|WRAY 15-948      |Gaia DR3 6057868783358822016       |Em*|12 13 11.8645009416 -60 52 57.233639748|     ~   |     ~   |12.60    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2967|WRAY 15-959      |Gaia DR3 6057905861863337216       |Em*|12 19 03.1473026424 -61 51 18.631978092|     ~   |     ~   |12.50    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2968|WRAY 15-961      |Gaia DR3 6058213415880303104       |Em*|12 20 32.9429774880 -60 44 50.463267468|     ~   |     ~   |12.50    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2969|WRAY 15-1019     |Gaia DR3 6078695187161470464       |Em*|12 49 08.5047037224 -50 18 19.503247572|     ~   |     ~   |14.50    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2970|WRAY 15-1065     |Gaia DR3 5863625971142224128       |Em*|13 07 52.1714223864 -61 17 28.564338084|     ~   |     ~   |12.30    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   2|   0
2971|WRAY 15-1074     |Gaia DR3 5858970909467955200       |Em*|13 12 11.6096747928 -64 42 14.314799232|     ~   |     ~   |12.50    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2972|WRAY 15-1086     |WRAY 15-1086                       |Em*|13 17 53.00 -65 13 41.4                |     ~   |     ~   |12.50    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2973|WRAY 15-1093     |Gaia DR3 5865171231769056000       |Em*|13 22 10.6600033392 -63 35 12.504774624|     ~   |     ~   |12.80    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   2|   0
2974|WRAY 15-1100     |Gaia DR3 5845568073219889536       |Em*|13 28 39.3527992944 -67 27 59.004866052|     ~   |     ~   |13.50    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2975|WRAY 15-1105     |Gaia DR3 6068601636060075904       |Em*|13 30 01.2498431376 -54 16 04.594504836|     ~   |     ~   |12.20    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2976|WRAY 15-1121     |Gaia DR3 5868378507098598016       |Em*|13 34 05.9221196640 -61 56 08.858250816|     ~   |     ~   |11.90    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2977|WRAY 15-1125     |WRAY 15-1125                       |Em*|13 37 00.46 -65 37 08.4                |     ~   |     ~   |12.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2978|WRAY 15-1128     |Gaia DR3 5868793362236953600       |Em*|13 38 07.3028327952 -61 23 08.040119280|     ~   |     ~   |13.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2979|WRAY 15-1133     |Gaia DR3 6069496634223235712       |Em*|13 42 56.0951435976 -51 11 24.521212248|     ~   |13.854   |12.593   |12.400   |     ~   |10.420   |9.854    |9.666    |13.201   |~                  |   3|   0
2980|WRAY 15-1138     |Gaia DR3 5869221248391926528       |Em*|13 44 17.7510940800 -59 44 19.529935440|     ~   |     ~   |12.10    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2981|WRAY 15-1140     |Gaia DR3 5872063485925173120       |Em*|13 46 27.2538807048 -56 50 26.935561320|     ~   |12.54    |11.31    |11.00    |     ~   |9.089    |8.563    |8.421    |     ~   |~                  |   1|   0
2982|WRAY 15-1147     |Gaia DR3 5846052614226814848       |Em*|13 54 45.4260829344 -70 45 45.189005616|     ~   |     ~   |12.40    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2983|WRAY 15-1163     |Gaia DR3 5865969992511202048       |Em*|14 01 04.4069598480 -62 53 42.102325968|     ~   |     ~   |13.20    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2984|WRAY 15-1164     |Gaia DR3 5867217762069840896       |Em*|14 02 15.6675932256 -60 46 56.888003820|     ~   |     ~   |12.40    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2985|WRAY 15-1166     |Gaia DR3 5865993838161612160       |Em*|14 03 06.9723523584 -62 44 51.590360940|     ~   |     ~   |12.70    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2986|WRAY 15-1175     |Gaia DR3 5871268809584088192       |LP?|14 08 40.1259254880 -56 51 46.366092576|     ~   |     ~   |14.30    |     ~   |     ~   |7.673    |6.637    |6.176    |     ~   |~                  |   2|   0
2987|WRAY 15-1180     |Gaia DR3 5852529218799852288       |LP*|14 13 01.3524094944 -65 33 19.999683036|     ~   |     ~   |15.00    |14.982   |     ~   |10.025   |8.999    |8.587    |     ~   |~                  |   5|   0
2988|WRAY 15-1196     |Gaia DR3 5854244903627196032       |Em*|14 20 19.2949079064 -62 18 33.974388972|     ~   |     ~   |12.40    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2989|WRAY 15-1197     |Gaia DR3 5854638013331575424       |Em*|14 21 21.7071005616 -61 03 16.982763048|     ~   |     ~   |12.10    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2990|WRAY 15-1201     |Gaia DR3 5854579189445120512       |Em*|14 24 42.0154250856 -61 23 25.008272376|     ~   |     ~   |14.20    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2991|WRAY 15-1202     |Gaia DR3 5849492092744829568       |Em*|14 25 56.2287439488 -66 08 13.093325700|     ~   |     ~   |12.20    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2992|WRAY 15-1216     |Gaia DR3 6099934345895410304       |rG |14 31 38.6111794632 -43 25 09.440780520|     ~   |12.25    |     ~   |11.08    |12.2     |9.542    |8.862    |8.602    |     ~   |~                  |  69|   1
2993|WRAY 15-1221     |Gaia DR3 5878758270476331520       |Em*|14 34 59.9371851288 -60 03 01.291502772|     ~   |     ~   |12.80    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2994|WRAY 15-1236     |Gaia DR3 5877330485905995776       |Em*|14 41 09.1137371640 -62 12 22.773516912|     ~   |     ~   |12.30    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2995|WRAY 15-1242     |Gaia DR3 5878062318297298688       |Em*|14 46 06.8626921920 -60 50 22.489600308|     ~   |     ~   |14.20    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2996|WRAY 15-1243     |Gaia DR3 5893174487176597760       |Em*|14 46 57.7057505544 -56 01 18.652827180|     ~   |     ~   |12.20    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2997|WRAY 15-1257     |Gaia DR3 5874757255122200576       |Em*|14 51 26.4397388856 -61 56 58.851288312|     ~   |     ~   |13.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
2998|WRAY 15-1258     |Gaia DR3 5880902975333245696       |LP?|14 51 19.1258651064 -57 27 54.486240444|     ~   |14.667   |12.686   |11.966   |8.95     |4.844    |3.533    |3.079    |13.792   |~                  |   4|   0
2999|WRAY 15-1262     |Gaia DR3 5873962063321184640       |Em*|14 54 31.6302747000 -64 05 21.587209872|     ~   |     ~   |12.80    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3000|WRAY 15-1265     |Gaia DR3 5848672956615926144       |Em*|14 58 09.8770088376 -66 34 05.866585572|     ~   |     ~   |12.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3001|WRAY 15-1271     |Gaia DR3 5798924144249476992       |LP?|15 02 45.3781090680 -69 47 02.869310220|     ~   |     ~   |12.60    |     ~   |     ~   |7.181    |6.269    |5.886    |     ~   |~                  |   2|   0
3002|WRAY 15-1278     |Gaia DR3 5876475482559230464       |Em*|15 05 04.5915195600 -59 57 17.759670768|     ~   |     ~   |12.70    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   2|   0
3003|WRAY 15-1285     |Gaia DR3 5872896469085644672       |Em*|15 08 04.3970023512 -64 52 49.255167792|     ~   |     ~   |14.20    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3004|WRAY 15-1287     |Gaia DR3 5824360864732472064       |LP?|15 09 43.8234515856 -67 16 13.685221740|     ~   |     ~   |12.40    |     ~   |     ~   |7.578    |6.647    |6.298    |     ~   |~                  |   2|   0
3005|WRAY 15-1292     |Gaia DR3 6005074225026802432       |Mi*|15 10 24.4037955696 -40 54 28.188368496|     ~   |12.914   |11.427   |12.282   |     ~   |8.859    |8.048    |7.716    |12.160   |~                  |   6|   0
3006|WRAY 15-1299     |Gaia DR3 6227180968315029760       |Em*|15 13 43.3511526672 -24 30 27.679513068|     ~   |     ~   |15.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3007|WRAY 15-1304     |Gaia DR3 5824491225584357504       |Em*|15 19 27.4629490632 -66 05 40.484260896|     ~   |     ~   |12.80    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3008|WRAY 15-1309     |Gaia DR3 5796094237519169920       |Em*|15 21 56.2092550992 -70 00 31.892281128|     ~   |     ~   |12.50    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
3009|WRAY 15-1314     |Gaia DR3 6002724431243840000       |LP?|15 27 23.6656047000 -40 35 54.563439732|     ~   |     ~   |11.90    |     ~   |     ~   |7.057    |6.164    |5.825    |     ~   |~                  |   2|   0
3010|WRAY 15-1321     |Gaia DR3 5824045133103699328       |LP?|15 33 08.4666019296 -66 29 16.086412572|     ~   |     ~   |12.60    |     ~   |     ~   |7.945    |6.996    |6.725    |     ~   |~                  |   2|   0
3011|WRAY 15-1325     |Gaia DR3 5823949303786624128       |Em*|15 35 35.9455229304 -66 27 50.429124540|     ~   |     ~   |12.70    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
